,SampleID,Site,Room.Type,Start.Date,SamplerStart,CollectionDate,SamplerEnd,Entry,SamplerNumber,Cartridge,Location,CollectionMethod,Notes,Flushed.Toilets,occupiedrooms,stack.n,wing.n,building.n,s.wing.n,source.rooms,Runtime,N,ORF1ab,S,MS2,Result,ct,X,X.1,LogCopiesPerL,lab,DayCount,floor,Day
471,UOR04072021,Barnhart,Shop,4/6/2021,910,4/7/2021,830,16,NA,NA,North Cleanout,50 ml/10 minutes,"Pump moisture sensor broken, repairing today, 10 liters",No,NA,,9,16,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,,5.777,osu,16,,58
472,E459,Barnhart,Indoors,NA,NA,4/8/2021,1050,13,NA,NA,W. Entrance Door Handle Exterior,Swab,NA,NA,NA,,8,16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,uo,17,lobby,59
473,E460,Barnhart,Indoors,NA,NA,4/8/2021,1050,13,NA,NA,W. Entrance Door Handle Interior,Swab,NA,NA,NA,,8,16,8,NA,NA,34.5,No Amp,No Amp,28.9,Negative,38.2,NA,,,uo,17,lobby,59
474,E461,Barnhart,Indoors,NA,NA,4/8/2021,1050,13,NA,NA,Lobby Call Elevator Button,Swab,NA,NA,NA,,8,16,8,NA,NA,No Amp,No Amp,No Amp,27.2,Negative,40,NA,,,uo,17,lobby,59
475,E462,Barnhart,Indoors,NA,NA,4/8/2021,1050,13,NA,NA,Positive Floor Elevator Railing,Swab,NA,NA,NA,,8,16,8,NA,NA,No Amp,No Amp,No Amp,27,Negative,40,NA,,,uo,17,positive,59
476,E463,Barnhart,Indoors,NA,NA,4/8/2021,1050,13,NA,NA,Positive Floor Elevator Buttons,Swab,NA,NA,NA,,8,16,8,NA,NA,31.1,33.1,No Amp,27.5,Positive (2/3),34.7,NA,,,uo,17,positive,59
477,E464,Barnhart,Indoors,NA,NA,4/8/2021,1050,13,NA,NA,2nd Floor Elevator Call Button,Swab,NA,NA,NA,,8,16,8,NA,NA,32.6,No Amp,No Amp,27.5,Negative,37.5,NA,,,uo,17,positive,59
478,E465,Barnhart,Indoors,NA,NA,4/8/2021,1050,13,NA,NA,2nd Floor N Hallway Door Handle,Swab,NA,NA,NA,,8,16,8,NA,NA,28.1,28.8,25.7,27.1,Positive (3/3),27.5,NA,,,uo,17,positive,59
479,E466,Barnhart,Indoors,NA,NA,4/8/2021,1050,13,NA,NA,2nd Floor Stairway Door Handle,Swab,NA,NA,NA,,8,16,8,NA,NA,31.6,32,No Amp,27.8,Positive (2/3),34.6,NA,,,uo,17,positive,59
480,E467,Barnhart,Indoors,NA,NA,4/8/2021,1050,13,NA,NA,Ground Floor Stairway Door Handle,Swab,NA,NA,NA,,8,16,8,NA,NA,No Amp,No Amp,No Amp,27.5,Negative,40,NA,,,uo,17,lobby,59
481,E468,Barnhart,Indoors,NA,NA,4/8/2021,1050,13,NA,NA,Traced Floor Elevator Railing,Swab,NA,NA,NA,,8,16,8,NA,NA,No Amp,No Amp,No Amp,27.3,Negative,40,NA,,,uo,17,traced,59
482,E469,Barnhart,Indoors,NA,NA,4/8/2021,1050,13,NA,NA,Traced Floor Elevator Buttons,Swab,NA,NA,NA,,8,16,8,NA,NA,32.7,No Amp,No Amp,26,Negative,37.6,NA,,,uo,17,traced,59
483,E470,Barnhart,Indoors,NA,NA,4/8/2021,1050,13,NA,NA,7th Floor Elevator Call Button,Swab,NA,NA,NA,,8,16,8,NA,NA,32.5,No Amp,No Amp,27.2,Negative,37.5,NA,,,uo,17,traced,59
484,E471,Barnhart,Indoors,NA,NA,4/8/2021,1050,13,NA,NA,7th Floor S Hallway Door Handle,Swab,NA,NA,NA,,8,16,8,NA,NA,32.2,No Amp,No Amp,27.6,Negative,37.4,NA,,,uo,17,traced,59
485,E472,Barnhart,Port,NA,NA,4/8/2021,1122,17,5,NA,Port #26,Swab,NA,NA,202,1,8,16,8,"202, 302, 402, 502, 602, 702",NA,33.7,No Amp,No Amp,27,Negative,37.9,NA,,,uo,17,,59
486,E473,Barnhart,Roof,4/7/2021,1159,4/8/2021,1123,17,5,NA,Exhaust #26,PUF,NA,NA,202,1,8,16,8,"202, 302, 402, 502, 602, 702",NA,33.3,No Amp,No Amp,24.4,Negative,37.8,NA,,,uo,17,,59
487,E474,Barnhart,Port,NA,NA,4/8/2021,1124,17,7,NA,Port #27,Swab,NA,NA,204,1,8,16,8,"101, 106, 204, 304, 404, 504, 604, 704",NA,33.7,No Amp,No Amp,27.3,Negative,37.9,NA,,,uo,17,,59
488,E475,Barnhart,Roof,4/7/2021,1201,4/8/2021,1125,17,7,K,Exhaust #27,PUF,NA,NA,204,1,8,16,8,"101, 106, 204, 304, 404, 504, 604, 704",NA,34.4,No Amp,No Amp,25.3,Negative,38.1,NA,,,uo,17,,59
489,E476,Barnhart,Port,NA,NA,4/8/2021,1126,17,9,NA,Port #30,Swab,NA,NA,"206, 208",2,8,16,8,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,33.4,No Amp,No Amp,29.1,Negative,37.8,NA,,,uo,17,,59
490,E477,Barnhart,Roof,4/7/2021,1203,4/8/2021,1127,17,9,Z,Exhaust #30,PUF,NA,NA,"206, 208",2,8,16,8,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,32.8,No Amp,No Amp,29.5,Negative,37.6,NA,,,uo,17,,59
491,E478,Barnhart,Port,NA,NA,4/8/2021,1128,17,8,NA,Port #31,Swab,NA,NA,"210, 212",2,8,16,8,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,32.4,No Amp,No Amp,27.9,Negative,37.5,NA,,,uo,17,,59
492,E479,Barnhart,Roof,4/7/2021,1204,4/8/2021,1129,17,8,F,Exhaust #31,PUF,RDM Participant,NA,"210, 212",2,8,16,8,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,26.5,26.5,24.8,27.2,Positive (3/3),25.9,NA,,,uo,17,,59
493,E480,Barnhart,Port,NA,NA,4/8/2021,1130,17,4,NA,Port #34,Swab,1 arrived yesterday,NA,"214, 216",2,8,16,8,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,No Amp,No Amp,No Amp,28.9,Negative,40,NA,,,uo,17,,59
494,E481,Barnhart,Roof,4/7/2021,1206,4/8/2021,1131,17,4,NA,Exhaust #34,PUF,1 arrived yesterday,NA,"214, 216",2,8,16,8,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,30,No Amp,No Amp,No Amp,Negative,36.7,NA,,,uo,17,,59
495,E482,Barnhart,Port,NA,NA,4/8/2021,1132,17,NA,NA,Port #32,Swab,NA,NA,"209, 211",2,8,16,8,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,32.2,No Amp,No Amp,31.1,Negative,37.4,NA,,,uo,17,,59
496,E483,Barnhart,Roof,4/7/2021,1208,4/8/2021,1133,17,4,G,Exhaust #32,PUF,NA,NA,"209, 211",2,8,16,8,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,30.4,No Amp,No Amp,No Amp,Negative,36.8,NA,,,uo,17,,59
497,E484,Barnhart,Port,NA,NA,4/8/2021,1134,17,3,NA,Port #29,Swab,NA,NA,"205, 207",2,8,16,8,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,No Amp,No Amp,No Amp,27.7,Negative,38.6,NA,,,uo,17,,59
498,E485,Barnhart,Roof,4/7/2021,1210,4/8/2021,1135,17,3,C,Exhaust #29,PUF,NA,NA,"205, 207",2,8,16,8,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,31.9,No Amp,No Amp,28.4,Negative,37.3,NA,,,uo,17,,59
499,E486,Barnhart,Roof,4/7/2021,1215,4/8/2021,1139,17,2,NA,Exhaust #38 & #39,PUF,NA,NA,NA,0,8,16,8,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,17,,59
500,UOR04082021,Barnhart,Shop,4/7/2021,1210,4/8/2021,825,17,NA,NA,North Cleanout,25 ml/10 minutes,"Replaced pump tube, relaunched at  1210, 5.5 liters",No,NA,,8,16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7.354,osu,17,,59
501,E487,Barnhart,Indoors,NA,NA,4/9/2021,1050,14,NA,NA,W. Entrance Door Handle Exterior,Swab,NA,NA,NA,,8,16,10,NA,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,18,lobby,60
502,E488,Barnhart,Indoors,NA,NA,4/9/2021,1050,14,NA,NA,W. Entrance Door Handle Interior,Swab,NA,NA,NA,,8,16,10,NA,NA,33.3,32.4,No Amp,24.9,Positive (2/3),35.2,NA,,,uo,18,lobby,60
503,E489,Barnhart,Indoors,NA,NA,4/9/2021,1050,14,NA,NA,Lobby Call Elevator Button,Swab,NA,NA,NA,,8,16,10,NA,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,18,lobby,60
504,E490,Barnhart,Indoors,NA,NA,4/9/2021,1050,14,NA,NA,Positive Floor Elevator Railing,Swab,NA,NA,NA,,8,16,10,NA,NA,33.2,No Amp,34,25.8,Positive (2/3),35.7,NA,,,uo,18,positive,60
505,E491,Barnhart,Indoors,NA,NA,4/9/2021,1050,14,NA,NA,Positive Floor Elevator Buttons,Swab,NA,NA,NA,,8,16,10,NA,NA,No Amp,No Amp,No Amp,27.5,Negative,38.3,NA,,,uo,18,positive,60
506,E492,Barnhart,Indoors,NA,NA,4/9/2021,1050,14,NA,NA,2nd Floor Elevator Call Button,Swab,NA,NA,NA,,8,16,10,NA,NA,34.2,29.6,31.1,26.5,Positive (3/3),31.6,NA,,,uo,18,positive,60
507,E493,Barnhart,Indoors,NA,NA,4/9/2021,1050,14,NA,NA,2nd Floor N Hallway Door Handle,Swab,NA,NA,NA,,8,16,10,NA,NA,29.8,30.2,30.8,No Amp,Positive (3/3),30.3,NA,,,uo,18,positive,60
508,E494,Barnhart,Indoors,NA,NA,4/9/2021,1050,14,NA,NA,2nd Floor Stairway Door Handle,Swab,NA,NA,NA,,8,16,10,NA,NA,32,No Amp,No Amp,27.1,Negative,37.3,NA,,,uo,18,positive,60
509,E495,Barnhart,Indoors,NA,NA,4/9/2021,1050,14,NA,NA,Ground Floor Stairway Door Handle,Swab,NA,NA,NA,,8,16,10,NA,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,18,lobby,60
510,E496,Barnhart,Indoors,NA,NA,4/9/2021,1050,14,NA,NA,Traced Floor Elevator Railing,Swab,NA,NA,NA,,8,16,10,NA,NA,31.7,No Amp,No Amp,26.6,Negative,37.2,NA,,,uo,18,traced,60
511,E497,Barnhart,Indoors,NA,NA,4/9/2021,1050,14,NA,NA,Traced Floor Elevator Buttons,Swab,NA,NA,NA,,8,16,10,NA,NA,32.8,No Amp,No Amp,No Amp,Negative,37.6,NA,,,uo,18,traced,60
512,E498,Barnhart,Indoors,NA,NA,4/9/2021,1050,14,NA,NA,7th Floor Elevator Call Button,Swab,NA,NA,NA,,8,16,10,NA,NA,32.9,No Amp,No Amp,26.4,Negative,37.6,NA,,,uo,18,traced,60
513,E499,Barnhart,Indoors,NA,NA,4/9/2021,1050,14,NA,NA,7th Floor S Hallway Door Handle,Swab,NA,NA,NA,,8,16,10,NA,NA,32.6,No Amp,No Amp,27.7,Negative,37.5,NA,,,uo,18,traced,60
514,E500,Barnhart,Port,NA,NA,4/9/2021,1135,18,5,NA,Port #26,Swab,NA,NA,202,1,8,16,10,"202, 302, 402, 502, 602, 702",NA,32.6,No Amp,No Amp,25.3,Negative,37.5,NA,,,uo,18,,60
515,E501,Barnhart,Roof,4/8/2021,1123,4/9/2021,1136,18,5,NA,Exhaust #26,PUF,NA,NA,202,1,8,16,10,"202, 302, 402, 502, 602, 702",NA,31.8,No Amp,No Amp,24.8,Negative,37.3,NA,,,uo,18,,60
516,E502,Barnhart,Port,NA,NA,4/9/2021,1137,18,7,NA,Port #27,Swab,NA,NA,NA,0,8,16,10,"101, 106, 204, 304, 404, 504, 604, 704",NA,No Amp,No Amp,No Amp,26.8,Negative,40,NA,,,uo,18,,60
517,E503,Barnhart,Roof,4/8/2021,1125,4/9/2021,1138,18,7,K,Exhaust #27,PUF,NA,NA,NA,0,8,16,10,"101, 106, 204, 304, 404, 504, 604, 704",NA,33.7,No Amp,No Amp,24.4,Negative,37.9,NA,,,uo,18,,60
518,E504,Barnhart,Port,NA,NA,4/9/2021,1140,18,9,NA,Port #30,Swab,NA,NA,"206, 208",2,8,16,10,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,18,,60
519,E505,Barnhart,Roof,4/8/2021,1127,4/9/2021,1141,18,9,Z,Exhaust #30,PUF,NA,NA,"206, 208",2,8,16,10,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,18,,60
520,E506,Barnhart,Port,NA,NA,4/9/2021,1143,18,8,NA,Port #31,Swab,NA,NA,"210, 212",2,8,16,10,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,32,No Amp,28.9,29.5,Positive (2/3),33.6,NA,,,uo,18,,60
521,E507,Barnhart,Roof,4/8/2021,1129,4/9/2021,1144,18,8,F,Exhaust #31,PUF,NA,NA,"210, 212",2,8,16,10,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,32.8,30.1,33.4,24.1,Positive (3/3),32.1,NA,,,uo,18,,60
522,E508,Barnhart,Port,NA,NA,4/9/2021,1147,18,4,NA,Port #34,Swab,NA,NA,"214, 216",2,8,16,10,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,18,,60
523,E509,Barnhart,Roof,4/8/2021,1131,4/9/2021,1148,18,4,NA,Exhaust #34,PUF,NA,NA,"214, 216",2,8,16,10,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,30.6,28.8,No Amp,25.7,Positive (2/3),33.1,NA,,,uo,18,,60
524,E510,Barnhart,Port,NA,NA,4/9/2021,1149,18,NA,NA,Port #32,Swab,NA,NA,"209, 211",2,8,16,10,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,32.3,No Amp,No Amp,25.3,Negative,37.4,NA,,,uo,18,,60
525,E511,Barnhart,Roof,4/8/2021,1133,4/9/2021,1150,18,4,G,Exhaust #32,PUF,NA,NA,"209, 211",2,8,16,10,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,31.9,No Amp,No Amp,No Amp,Negative,37.3,NA,,,uo,18,,60
526,E512,Barnhart,Port,NA,NA,4/9/2021,1152,18,3,NA,Port #29,Swab,NA,NA,"205, 207",2,8,16,10,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,32.5,No Amp,No Amp,24.5,Negative,37.5,NA,,,uo,18,,60
527,E513,Barnhart,Roof,4/8/2021,1135,4/9/2021,1153,18,3,C,Exhaust #29,PUF,NA,NA,"205, 207",2,8,16,10,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,18,,60
528,E514,Barnhart,Roof,4/8/2021,1139,4/9/2021,1157,18,2,NA,Exhaust #38 & #39,PUF,NA,NA,NA,0,8,16,10,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,No Amp,No Amp,No Amp,28.7,Negative,40,NA,,,uo,18,,60
529,UOR04092021,Barnhart,Shop,4/8/2021,1210,4/9/2021,825,17,NA,NA,North Cleanout,25 ml/10 minutes,NA,No,NA,,8,16,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6.323,osu,18,,60
530,E515,Barnhart,Indoors,NA,NA,4/10/2021,906,15,NA,NA,W. Entrance Door Handle Exterior,Swab,NA,NA,NA,,5,15,9,NA,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,19,lobby,61
531,E516,Barnhart,Indoors,NA,NA,4/10/2021,906,15,NA,NA,W. Entrance Door Handle Interior,Swab,NA,NA,NA,,5,15,9,NA,NA,30.8,No Amp,No Amp,No Amp,Negative,36.9,NA,,,uo,19,lobby,61
532,E517,Barnhart,Indoors,NA,NA,4/10/2021,907,15,NA,NA,Lobby Call Elevator Button,Swab,NA,NA,NA,,5,15,9,NA,NA,No Amp,No Amp,No Amp,28.6,Negative,40,NA,,,uo,19,lobby,61
533,E518,Barnhart,Indoors,NA,NA,4/10/2021,908,15,NA,NA,Positive Floor Elevator Railing,Swab,NA,NA,NA,,5,15,9,NA,NA,34.7,No Amp,No Amp,26.1,Negative,38.2,NA,,,uo,19,positive,61
534,E519,Barnhart,Indoors,NA,NA,4/10/2021,909,15,NA,NA,Positive Floor Elevator Buttons,Swab,NA,NA,NA,,5,15,9,NA,NA,32.5,No Amp,28.7,No Amp,Positive (2/3),33.8,NA,,,uo,19,positive,61
535,E520,Barnhart,Indoors,NA,NA,4/10/2021,909,15,NA,NA,2nd Floor Elevator Call Button,Swab,NA,NA,NA,,5,15,9,NA,NA,33.2,No Amp,No Amp,31.6,Negative,37.7,NA,,,uo,19,positive,61
536,E521,Barnhart,Indoors,NA,NA,4/10/2021,910,15,NA,NA,2nd Floor N Hallway Door Handle,Swab,NA,NA,NA,,5,15,9,NA,NA,29.9,31.2,No Amp,28.7,Positive (2/3),33.7,NA,,,uo,19,positive,61
537,E522,Barnhart,Indoors,NA,NA,4/10/2021,910,15,NA,NA,2nd Floor Stairway Door Handle,Swab,NA,NA,NA,,5,15,9,NA,NA,32.5,No Amp,31.2,26,Positive (2/3),34.6,NA,,,uo,19,positive,61
538,E523,Barnhart,Indoors,NA,NA,4/10/2021,908,15,NA,NA,Ground Floor Stairway Door Handle,Swab,NA,NA,NA,,5,15,9,NA,NA,32.4,No Amp,No Amp,25.7,Negative,37.5,NA,,,uo,19,lobby,61
539,E524,Barnhart,Indoors,NA,NA,4/10/2021,912,15,NA,NA,Traced Floor Elevator Railing,Swab,NA,NA,NA,,5,15,9,NA,NA,No Amp,No Amp,26,34.1,Negative,35.3,NA,,,uo,19,traced,61
540,E525,Barnhart,Indoors,NA,NA,4/10/2021,912,15,NA,NA,Traced Floor Elevator Buttons,Swab,NA,NA,NA,,5,15,9,NA,NA,32,No Amp,No Amp,25.7,Negative,37.3,NA,,,uo,19,traced,61
541,E526,Barnhart,Indoors,NA,NA,4/10/2021,912,15,NA,NA,7th Floor Elevator Call Button,Swab,NA,NA,NA,,5,15,9,NA,NA,No Amp,No Amp,No Amp,30.5,Negative,40,NA,,,uo,19,traced,61
542,E527,Barnhart,Indoors,NA,NA,4/10/2021,913,15,NA,NA,7th Floor S Hallway Door Handle,Swab,NA,NA,NA,,5,15,9,NA,NA,32.7,No Amp,No Amp,26.5,Negative,37.6,NA,,,uo,19,traced,61
543,E528,Barnhart,Port,NA,NA,4/10/2021,916,19,5,NA,Port #26,Swab,NA,NA,202,1,5,15,9,"202, 302, 402, 502, 602, 702",NA,No Amp,No Amp,No Amp,26,Negative,40,NA,,,uo,19,,61
544,E529,Barnhart,Roof,4/9/2021,1136,4/10/2021,916,19,5,I,Exhaust #26,PUF,NA,NA,202,1,5,15,9,"202, 302, 402, 502, 602, 702",NA,32.6,No Amp,No Amp,27.5,Negative,37.5,NA,,,uo,19,,61
545,E530,Barnhart,Port,NA,NA,4/10/2021,920,19,7,NA,Port #27,Swab,NA,NA,NA,0,5,15,9,"101, 106, 204, 304, 404, 504, 604, 704",NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,19,,61
546,E531,Barnhart,Roof,4/9/2021,1138,4/10/2021,921,19,7,K,Exhaust #27,PUF,NA,NA,NA,0,5,15,9,"101, 106, 204, 304, 404, 504, 604, 704",NA,No Amp,32.5,No Amp,25.9,Negative,37.5,NA,,,uo,19,,61
547,E532,Barnhart,Port,NA,NA,4/10/2021,923,19,9,NA,Port #30,Swab,NA,NA,"206, 208",2,5,15,9,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,No Amp,No Amp,No Amp,27.1,Negative,40,NA,,,uo,19,,61
548,E533,Barnhart,Roof,4/9/2021,1141,4/10/2021,923,19,9,Z,Exhaust #30,PUF,NA,NA,"206, 208",2,5,15,9,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,No Amp,31.8,No Amp,25,Negative,37.3,NA,,,uo,19,,61
549,E534,Barnhart,Port,NA,NA,4/10/2021,925,19,8,NA,Port #31,Swab,NA,NA,"210, 212",2,5,15,9,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,19,,61
550,E535,Barnhart,Roof,4/9/2021,1144,4/10/2021,926,19,8,F,Exhaust #31,PUF,NA,NA,"210, 212",2,5,15,9,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,31.1,33.4,No Amp,28.1,Positive (2/3),34.8,NA,,,uo,19,,61
551,E536,Barnhart,Port,NA,NA,4/10/2021,926,19,1,NA,Port #34,Swab,NA,NA,"214, 216",2,5,15,9,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,31.2,No Amp,No Amp,26.7,Negative,37.1,NA,,,uo,19,,61
552,E537,Barnhart,Roof,4/9/2021,1148,4/10/2021,927,19,1,H,Exhaust #34,PUF,NA,NA,"214, 216",2,5,15,9,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,28.9,31.1,31.6,30.8,Positive (3/3),30.6,NA,,,uo,19,,61
553,E538,Barnhart,Port,NA,NA,4/10/2021,929,19,4,NA,Port #32,Swab,NA,NA,"209, 211",2,5,15,9,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,No Amp,No Amp,No Amp,28.1,Negative,40,NA,,,uo,19,,61
554,E539,Barnhart,Roof,4/9/2021,1150,4/10/2021,929,19,4,G,Exhaust #32,PUF,NA,NA,"209, 211",2,5,15,9,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,30.6,31,29.5,27.1,Positive (3/3),30.3,NA,,,uo,19,,61
555,E540,Barnhart,Port,NA,NA,4/10/2021,930,19,3,NA,Port #29,Swab,NA,NA,"205, 207",2,5,15,9,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,No Amp,No Amp,No Amp,26.1,Negative,40,NA,,,uo,19,,61
556,E541,Barnhart,Roof,4/9/2021,1153,4/10/2021,930,19,3,C,Exhaust #29,PUF,NA,NA,"205, 207",2,5,15,9,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,No Amp,No Amp,No Amp,29.9,Negative,40,NA,,,uo,19,,61
557,E542,Barnhart,Roof,4/9/2021,1157,4/10/2021,933,19,2,T,Exhaust #38 & #39,PUF,NA,NA,NA,0,5,15,9,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,32.4,No Amp,No Amp,29.3,Negative,37.5,NA,,,uo,19,,61
558,UOR04102021,Barnhart,Shop,4/8/2021,1210,4/10/2021,830,18,NA,NA,North Cleanout,25 ml/10 minutes,~4L collected,No,NA,,5,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7.52,osu,19,,61
559,E543,Barnhart,Indoors,NA,NA,4/11/2021,905,16,NA,NA,W. Entrance Door Handle Exterior,Swab,NA,NA,NA,,4,13,9,NA,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,20,lobby,62
560,E544,Barnhart,Indoors,NA,NA,4/11/2021,905,16,NA,NA,W. Entrance Door Handle Interior,Swab,NA,NA,NA,,4,13,9,NA,NA,31.4,No Amp,32.5,32.3,Positive (2/3),34.6,NA,,,uo,20,lobby,62
561,E545,Barnhart,Indoors,NA,NA,4/11/2021,931,16,NA,NA,Lobby Call Elevator Button,Swab,NA,NA,NA,,4,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,uo,20,lobby,62
562,E546,Barnhart,Indoors,NA,NA,4/11/2021,932,16,NA,NA,Positive Floor Elevator Railing,Swab,NA,NA,NA,,4,13,9,NA,NA,33.8,No Amp,No Amp,31.5,Negative,37.9,NA,,,uo,20,positive,62
563,E547,Barnhart,Indoors,NA,NA,4/11/2021,932,16,NA,NA,Positive Floor Elevator Buttons,Swab,NA,NA,NA,,4,13,9,NA,NA,33,No Amp,No Amp,27.8,Negative,37.7,NA,,,uo,20,positive,62
564,E548,Barnhart,Indoors,NA,NA,4/11/2021,933,16,NA,NA,2nd Floor Elevator Call Button,Swab,NA,NA,NA,,4,13,9,NA,NA,32.9,No Amp,No Amp,27.8,Negative,37.6,NA,,,uo,20,positive,62
565,E549,Barnhart,Indoors,NA,NA,4/11/2021,935,16,NA,NA,2nd Floor N Hallway Door Handle,Swab,NA,NA,NA,,4,13,9,NA,NA,31.2,32,No Amp,27.1,Positive (2/3),34.4,NA,,,uo,20,positive,62
566,E550,Barnhart,Indoors,NA,NA,4/11/2021,936,16,NA,NA,2nd Floor Stairway Door Handle,Swab,NA,NA,NA,,4,13,9,NA,NA,32,No Amp,No Amp,27.3,Negative,37.3,NA,,,uo,20,positive,62
567,E551,Barnhart,Indoors,NA,NA,4/11/2021,906,16,NA,NA,Ground Floor Stairway Door Handle,Swab,NA,NA,NA,,4,13,9,NA,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,20,lobby,62
568,E552,Barnhart,Indoors,NA,NA,4/11/2021,908,16,NA,NA,Traced Floor Elevator Railing,Swab,NA,NA,NA,,4,13,9,NA,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,20,traced,62
569,E553,Barnhart,Indoors,NA,NA,4/11/2021,908,16,NA,NA,Traced Floor Elevator Buttons,Swab,NA,NA,NA,,4,13,9,NA,NA,No Amp,No Amp,No Amp,26.3,Negative,40,NA,,,uo,20,traced,62
570,E554,Barnhart,Indoors,NA,NA,4/11/2021,909,16,NA,NA,7th Floor Elevator Call Button,Swab,NA,NA,NA,,4,13,9,NA,NA,No Amp,No Amp,No Amp,33.6,Negative,40,NA,,,uo,20,traced,62
571,E555,Barnhart,Indoors,NA,NA,4/11/2021,910,16,NA,NA,7th Floor S Hallway Door Handle,Swab,NA,NA,NA,,4,13,9,NA,NA,31.7,32.3,No Amp,30.9,Positive (2/3),34.7,NA,,,uo,20,traced,62
572,E556,Barnhart,Port,NA,NA,4/11/2021,915,20,5,NA,Port #26,Swab,NA,NA,202,1,4,13,9,"202, 302, 402, 502, 602, 702",NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,20,,62
573,E557,Barnhart,Roof,4/10/2021,916,4/11/2021,915,20,5,I,Exhaust #26,PUF,NA,NA,202,1,4,13,9,"202, 302, 402, 502, 602, 702",NA,33.9,No Amp,No Amp,22.6,Negative,38,NA,,,uo,20,,62
