SampleID,Site,Room #,Date,Entry,SamplerStart,SamplerEnd,SamplerNumber,Location,CollectionMethod,Notes,N,ORF1ab,S,MS2,Result,Ct,isobuild,isonwing,isoswing,quarbuild,quarnwing,quarswing,isostack49,quarstack49,buildingcensus,stacktotal,Day,segment
4368,Barnhart,Lobby,2/15/2021,30,NA,1320,3,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,24,Negative,40,34,25,9,41,25,16,,1,75,1,9,
4369,Barnhart,Lobby,2/15/2021,30,NA,1320,3,Door South,Settling Plate,NA,31.8,No Amp,No Amp,25.4,Negative,37.3,34,25,9,41,25,16,,1,75,1,9,
4370,Barnhart,Lobby,2/15/2021,30,NA,1320,3,Door West,Settling Plate,NA,32,No Amp,No Amp,22.5,Negative,37.3,34,25,9,41,25,16,,1,75,1,9,
4394,Barnhart,Lobby,2/15/2021,31,NA,1529,NA,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,27.8,Negative,40,34,25,9,41,25,16,,1,75,1,9,
4396,Barnhart,Lobby,2/15/2021,31,NA,1529,NA,Door West,Settling Plate,NA,26.3,No Amp,No Amp,25.3,Negative,35.4,34,25,9,41,25,16,,1,75,1,9,
4402,Barnhart,Lobby,2/15/2021,32,NA,1815,NA,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,26.9,Negative,40,34,25,9,41,25,16,,1,75,1,9,
4403,Barnhart,Lobby,2/15/2021,32,NA,1815,NA,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,25.7,Negative,40,34,25,9,41,25,16,,1,75,1,9,
4337,Barnhart,Lobby,2/15/2021,28,NA,916,3,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,34,25,9,41,25,16,,1,75,1,9,
4338,Barnhart,Lobby,2/15/2021,28,NA,916,3,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,34,25,9,41,25,16,,1,75,1,9,
4395,Barnhart,Lobby,2/15/2021,31,NA,1529,NA,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,34,25,9,41,25,16,,1,75,1,9,
4401,Barnhart,Lobby,2/15/2021,32,NA,1815,NA,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,34,25,9,41,25,16,,1,75,1,9,
4341,Barnhart,Roof,2/15/2021,3,NA,1250,NA,Roof Port,swab,NA,28.5,No Amp,26.8,25.5,Positive (2/3),31.8,34,25,9,41,25,16,,1,75,1,9,
4398,Barnhart,Roof,2/15/2021,3,NA,1820,NA,Roof Port,swab,NA,25.3,23.6,24.1,23.6,Positive (3/3),24.3,34,25,9,41,25,16,,1,75,1,9,
4507,Barnhart,Lobby,2/16/2021,35,1510,1758,3,TF,PUF,NA,31.8,No Amp,31,28.1,Positive (2/3),34.3,37,30,7,38,21,17,,1,75,1,10,aftertrac
4508,Barnhart,Lobby,2/16/2021,35,1510,1758,4,TF,PUF,NA,No Amp,No Amp,No Amp,28.9,Negative,37.2,37,30,7,38,21,17,,1,75,1,10,aftertrac
4505,Barnhart,Roof,2/16/2021,6,1318,1745,5,Roof Exhaust TF,PUF,NA,32.5,No Amp,No Amp,24.2,Negative,37.5,37,30,7,38,21,17,,1,75,1,10,tracplus
5026,Barnhart,Lobby,2/21/2021,53,1520,910,4,TF,PUF,NA,No Amp,No Amp,No Amp,28.9,Negative,40,21,15,6,25,12,13,,1,46,1,15,overnight
6048,Barnhart,Lobby,3/18/2021,95,1520,1202,3,TF,PUF,0 confirmed positive cases and 7 traced in building on 7th floor South,No Amp,No Amp,No Amp,No Amp,Negative,40,0,0,,6,,6,,,6,0,40,overnight
4430,Barnhart,Lobby,2/16/2021,34,903,1128,3,TF,PUF,NA,31.4,31.9,No Amp,23.8,Positive (2/3),34.4,37,30,7,38,21,17,,1,75,1,10,posrec
4431,Barnhart,Lobby,2/16/2021,34,903,1128,4,TF,PUF,NA,33.6,No Amp,34.4,25.1,Positive (2/3),36,37,30,7,38,21,17,,1,75,1,10,posrec
4533,Barnhart,Roof,2/16/2021,7,1745,1040,5,Roof Exhaust TF,PUF,NA,26.2,No Amp,No Amp,25,Negative,35.4,37,30,7,38,21,17,,1,75,1,10,overnight
4458,Barnhart,Lobby,2/16/2021,34,1128,1510,3,TF,PUF,NA,30.8,No Amp,No Amp,28.7,Negative,36.9,37,30,7,38,21,17,,1,75,1,10,tracerec
4459,Barnhart,Lobby,2/16/2021,34,1128,1510,4,TF,PUF,NA,No Amp,No Amp,No Amp,28.4,Negative,40,37,30,7,38,21,17,,1,75,1,10,tracerec
4456,Barnhart,Roof,2/16/2021,5,1820,1318,5,Roof Exhaust TF,PUF,PUF stuck on cartridge partially outside of capture chamber,27.3,No Amp,No Amp,24.8,Negative,35.8,37,30,7,38,21,17,,1,75,1,10,overnight
4427,Barnhart,Lobby,2/16/2021,33,NA,903,NA,Next to TFS,Settling Plate,NA,32.5,No Amp,No Amp,24.3,Negative,37.5,37,30,7,38,21,17,,1,75,1,10,
4428,Barnhart,Lobby,2/16/2021,33,NA,903,NA,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,25.5,Negative,40,37,30,7,38,21,17,,1,75,1,10,
4429,Barnhart,Lobby,2/16/2021,33,NA,903,NA,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,26,Negative,40,37,30,7,38,21,17,,1,75,1,10,
4432,Barnhart,Lobby,2/16/2021,34,NA,1128,NA,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,25.1,Negative,40,37,30,7,38,21,17,,1,75,1,10,
4433,Barnhart,Lobby,2/16/2021,34,NA,1128,NA,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,27,Negative,40,37,30,7,38,21,17,,1,75,1,10,
4434,Barnhart,Lobby,2/16/2021,34,NA,1128,NA,Door West,Settling Plate,NA,29.6,No Amp,No Amp,26.1,Negative,36.5,37,30,7,38,21,17,,1,75,1,10,
4460,Barnhart,Lobby,2/16/2021,34,NA,1510,NA,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,23.8,Negative,40,37,30,7,38,21,17,,1,75,1,10,
4461,Barnhart,Lobby,2/16/2021,34,NA,1510,NA,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,23.6,Negative,40,37,30,7,38,21,17,,1,75,1,10,
4462,Barnhart,Lobby,2/16/2021,34,NA,1510,NA,Door West,Settling Plate,NA,26.7,No Amp,No Amp,25.6,Negative,35.6,37,30,7,38,21,17,,1,75,1,10,
4509,Barnhart,Lobby,2/16/2021,35,NA,1758,NA,Next to TFS,Settling Plate,NA,32.2,No Amp,No Amp,26.5,Negative,37.4,37,30,7,38,21,17,,1,75,1,10,
4510,Barnhart,Lobby,2/16/2021,35,NA,1758,NA,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,37,30,7,38,21,17,,1,75,1,10,
4511,Barnhart,Lobby,2/16/2021,35,NA,1758,NA,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,37,30,7,38,21,17,,1,75,1,10,
4457,Barnhart,Roof,2/16/2021,4,NA,1318,NA,Roof Port,swab,NA,32.7,No Amp,No Amp,25.4,Negative,37.6,37,30,7,38,21,17,,1,75,1,10,
4506,Barnhart,Roof,2/16/2021,5,NA,1745,NA,Roof Port,swab,NA,No Amp,No Amp,No Amp,29.1,Negative,40,37,30,7,38,21,17,,1,75,1,10,
4534,Barnhart,Roof,2/16/2021,6,NA,1040,NA,Roof Port,swab,NA,28.7,No Amp,No Amp,26,Negative,36.2,37,30,7,38,21,17,,1,75,1,10,
4577,Barnhart,Lobby,2/17/2021,40,1516,1716,3,TF,PUF,NA,25.8,No Amp,No Amp,22.6,Negative,35.3,36,31,5,35,19,16,,1,71,1,11,aftertrac
4578,Barnhart,Lobby,2/17/2021,40,1516,1716,4,TF,PUF,NA,No Amp,No Amp,No Amp,23.5,Negative,40,36,31,5,35,19,16,,1,71,1,11,aftertrac
4689,Barnhart,Lobby,2/18/2021,45,1520,1720,3,TF,PUF,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,36,31,5,35,19,16,,1,71,1,12,aftertrac
4582,Barnhart,Roof,2/17/2021,8,1040,1805,5,Roof Exhaust TF,PUF,NA,No Amp,No Amp,No Amp,25.7,Negative,40,36,31,5,35,19,16,,1,71,1,11,both
4694,Barnhart,Roof,2/17/2021,10,1045,1744,5,Roof Exhaust TF,PUF,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,36,31,5,35,19,16,,1,71,1,11,both
4690,Barnhart,Lobby,2/18/2021,45,1520,1720,4,TF,PUF,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,30,22,8,32,18,14,,,62,0,12,aftertrac
4639,Barnhart,Lobby,2/18/2021,43,1105,1302,3,TF,PUF,NA,29.5,No Amp,No Amp,25,Negative,36.5,36,31,5,35,19,16,,1,71,1,12,between
4556,Barnhart,Lobby,2/17/2021,38,1109,1304,3,TF,PUF,NA,27.9,No Amp,No Amp,23.3,Negative,36,36,31,5,35,19,16,,1,71,1,11,between
4557,Barnhart,Lobby,2/17/2021,38,1109,1304,4,TF,PUF,NA,No Amp,No Amp,No Amp,22.2,Negative,40,36,31,5,35,19,16,,1,71,1,11,between
4640,Barnhart,Lobby,2/18/2021,43,1105,1302,4,TF,PUF,NA,22.3,No Amp,No Amp,19.7,Negative,34.1,30,22,8,32,18,14,,,62,0,12,between
6049,Barnhart,Lobby,3/18/2021,95,1520,1202,4,TF,PUF,0 confirmed positive cases and 7 traced in building on 7th floor South,33.1,No Amp,No Amp,27.6,Negative,37.7,0,0,,6,,6,,,6,0,40,overnight
4770,Barnhart,Lobby,2/20/2021,49,1550,901,3,TF,PUF,NA,25.2,23,24.9,22.8,Positive (3/3),24.4,28,21,7,26,14,12,,,54,0,14,overnight
4632,Barnhart,Roof,2/17/2021,9,1805,1045,5,Roof Exhaust TF,PUF,NA,32.1,32.2,No Amp,24.4,Positive (2/3),34.8,36,31,5,35,19,16,,1,71,1,11,overnight
4540,Barnhart,Lobby,2/17/2021,37,901,1109,3,TF,PUF,NA,26.9,No Amp,No Amp,24.6,Negative,35.6,36,31,5,35,19,16,,1,71,1,11,posrec
4541,Barnhart,Lobby,2/17/2021,37,901,1109,4,TF,PUF,NA,28.6,No Amp,No Amp,27.3,Negative,36.2,36,31,5,35,19,16,,1,71,1,11,posrec
4634,Barnhart,Lobby,2/18/2021,42,910,1105,3,TF,PUF,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,36,31,5,35,19,16,,1,71,1,12,posrec
4537,Barnhart,Lobby,2/17/2021,36,NA,901,NA,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,24.3,Negative,40,36,31,5,35,19,16,,1,71,1,11,
4538,Barnhart,Lobby,2/17/2021,36,NA,901,NA,Door South,Settling Plate,NA,25.5,No Amp,No Amp,23.6,Negative,35.2,36,31,5,35,19,16,,1,71,1,11,
4539,Barnhart,Lobby,2/17/2021,36,NA,901,NA,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,22.8,Negative,40,36,31,5,35,19,16,,1,71,1,11,
4542,Barnhart,Lobby,2/17/2021,37,NA,1109,NA,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,23.3,Negative,40,36,31,5,35,19,16,,1,71,1,11,
4543,Barnhart,Lobby,2/17/2021,37,NA,1109,NA,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,24.3,Negative,40,36,31,5,35,19,16,,1,71,1,11,
4544,Barnhart,Lobby,2/17/2021,37,NA,1109,NA,Door West,Settling Plate,NA,25.9,No Amp,No Amp,24.2,Negative,35.3,36,31,5,35,19,16,,1,71,1,11,
4558,Barnhart,Lobby,2/17/2021,38,NA,1304,NA,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,23.4,Negative,40,36,31,5,35,19,16,,1,71,1,11,
4559,Barnhart,Lobby,2/17/2021,38,NA,1304,NA,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,23.1,Negative,40,36,31,5,35,19,16,,1,71,1,11,
4560,Barnhart,Lobby,2/17/2021,38,NA,1304,NA,Door West,Settling Plate,NA,25.5,No Amp,No Amp,20.9,Negative,35.2,36,31,5,35,19,16,,1,71,1,11,
4563,Barnhart,Lobby,2/17/2021,39,NA,1516,NA,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,23.6,Negative,40,36,31,5,35,19,16,,1,71,1,11,
4564,Barnhart,Lobby,2/17/2021,39,NA,1516,NA,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,24.5,Negative,40,36,31,5,35,19,16,,1,71,1,11,
4565,Barnhart,Lobby,2/17/2021,39,NA,1516,NA,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,23.5,Negative,40,36,31,5,35,19,16,,1,71,1,11,
4579,Barnhart,Lobby,2/17/2021,40,NA,1716,NA,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,24.1,Negative,40,36,31,5,35,19,16,,1,71,1,11,
4580,Barnhart,Lobby,2/17/2021,40,NA,1716,NA,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,24.5,Negative,40,36,31,5,35,19,16,,1,71,1,11,
4581,Barnhart,Lobby,2/17/2021,40,NA,1716,NA,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,24,Negative,40,36,31,5,35,19,16,,1,71,1,11,
4583,Barnhart,Roof,2/17/2021,7,NA,1805,NA,Roof Port,swab,NA,No Amp,No Amp,No Amp,24.7,Negative,40,36,31,5,35,19,16,,1,71,1,11,
4635,Barnhart,Lobby,2/18/2021,42,910,1105,4,TF,PUF,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,30,22,8,32,18,14,,,62,0,12,posrec
4664,Barnhart,Lobby,2/17/2021,44,1302,1520,3,TF,PUF,NA,No Amp,No Amp,No Amp,24.4,Negative,40,36,31,5,35,19,16,,1,71,1,11,tracerec
4561,Barnhart,Lobby,2/17/2021,39,1304,1516,3,TF,PUF,NA,28.3,No Amp,No Amp,No Amp,Negative,36.1,36,31,5,35,19,16,,1,71,1,11,tracerec
4562,Barnhart,Lobby,2/18/2021,39,1304,1516,4,TF,PUF,NA,31.6,No Amp,No Amp,26.1,Negative,37.2,36,31,5,35,19,16,,1,71,1,12,tracerec
4665,Barnhart,Lobby,2/18/2021,44,1302,1520,4,TF,PUF,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,30,22,8,32,18,14,,,62,0,12,tracerec
4629,Barnhart,Lobby,2/18/2021,41,NA,910,NA,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,25.5,Negative,40,30,22,8,32,18,14,,,62,0,12,
4630,Barnhart,Lobby,2/18/2021,41,NA,910,NA,Door South,Settling Plate,NA,27.8,No Amp,No Amp,25.9,Negative,35.9,30,22,8,32,18,14,,,62,0,12,
4631,Barnhart,Lobby,2/18/2021,41,NA,910,NA,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,27.4,Negative,40,30,22,8,32,18,14,,,62,0,12,
4636,Barnhart,Lobby,2/18/2021,42,NA,1105,NA,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,25.6,Negative,40,30,22,8,32,18,14,,,62,0,12,
4637,Barnhart,Lobby,2/18/2021,42,NA,1105,NA,Door South,Settling Plate,NA,24.9,No Amp,No Amp,22.9,Negative,35,30,22,8,32,18,14,,,62,0,12,
4638,Barnhart,Lobby,2/18/2021,42,NA,1105,NA,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,24.7,Negative,40,30,22,8,32,18,14,,,62,0,12,
4641,Barnhart,Lobby,2/18/2021,43,NA,1302,NA,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,27.4,Negative,40,30,22,8,32,18,14,,,62,0,12,
4642,Barnhart,Lobby,2/18/2021,43,NA,1302,NA,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,25.9,Negative,40,30,22,8,32,18,14,,,62,0,12,
4643,Barnhart,Lobby,2/18/2021,43,NA,1302,NA,Door West,Settling Plate,NA,31.9,No Amp,No Amp,26.5,Negative,37.3,30,22,8,32,18,14,,,62,0,12,
4666,Barnhart,Lobby,2/18/2021,44,NA,1520,NA,Next to TFS,Settling Plate,NA,34.7,No Amp,No Amp,26.9,Negative,38.2,30,22,8,32,18,14,,,62,0,12,
4667,Barnhart,Lobby,2/18/2021,44,NA,1520,NA,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,27.6,Negative,40,30,22,8,32,18,14,,,62,0,12,
4668,Barnhart,Lobby,2/18/2021,44,NA,1520,NA,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,20.1,Negative,40,30,22,8,32,18,14,,,62,0,12,
4691,Barnhart,Lobby,2/18/2021,45,NA,1720,NA,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,30,22,8,32,18,14,,,62,0,12,
4692,Barnhart,Lobby,2/18/2021,45,NA,1720,NA,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,30,22,8,32,18,14,,,62,0,12,
4693,Barnhart,Lobby,2/18/2021,45,NA,1720,NA,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,30,22,8,32,18,14,,,62,0,12,
4633,Barnhart,Roof,2/18/2021,8,NA,1045,NA,Roof Port,swab,NA,No Amp,No Amp,No Amp,23.7,Negative,40,30,22,8,32,18,14,,,62,0,12,
4695,Barnhart,Roof,2/18/2021,9,NA,1744,NA,Roof Port,swab,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,30,22,8,32,18,14,,,62,0,12,
4768,Barnhart,Roof,2/19/2021,12,1040,2012,5,Roof Exhaust TF,PUF,NA,No Amp,No Amp,27.9,26.8,Negative,36,30,23,7,30,16,14,,,60,0,13,both
4758,Barnhart,Lobby,2/19/2021,48,1100,1300,3,TF,PUF,NA,25.8,No Amp,No Amp,24.6,Negative,35.3,30,23,7,30,16,14,,,60,0,13,between
4759,Barnhart,Lobby,2/19/2021,48,1100,1300,4,TF,PUF,NA,29.5,23.9,23.4,22.8,Positive (3/3),25.6,30,23,7,30,16,14,,,60,0,13,between
4771,Barnhart,Lobby,2/20/2021,49,1550,901,4,TF,PUF,NA,24.1,25.9,25.2,24.5,Positive (3/3),25.1,28,21,7,26,14,12,,,54,0,14,overnight
6030,Barnhart,Lobby,3/16/2021,93,1610,1503,3,TF,PUF,0 confirmed positive cases and 7 traced in building on 7th floor South,No Amp,No Amp,No Amp,27.1,Negative,40,1,1,,6,,6,,,7,0,38,overnight
4733,Barnhart,Lobby,2/19/2021,47,905,1100,3,TF,PUF,NA,23.6,24.5,23.8,24,Positive (3/3),24,30,23,7,30,16,14,,,60,0,13,posrec
4734,Barnhart,Lobby,2/19/2021,47,905,1100,4,TF,PUF,NA,29.3,31.8,24.6,23.7,Positive (3/3),28.5,30,23,7,30,16,14,,,60,0,13,posrec
4731,Barnhart,Roof,2/19/2021,11,1744,1040,5,Roof Exhaust TF,PUF,NA,22.5,23.2,22.1,21.7,Positive (3/3),22.6,30,23,7,30,16,14,,,60,0,13,overnight
4763,Barnhart,Lobby,2/19/2021,48,1300,1550,3,TF,PUF,NA,No Amp,No Amp,No Amp,25.9,Negative,40,30,23,7,30,16,14,,,60,0,13,tracerec
4764,Barnhart,Lobby,2/19/2021,48,1300,1550,4,TF,PUF,NA,31.2,No Amp,No Amp,27.6,Negative,37.1,30,23,7,30,16,14,,,60,0,13,tracerec
4729,Barnhart,Lobby,2/19/2021,46,NA,905,NA,Door South,Settling Plate,NA,26.3,No Amp,No Amp,25.4,Negative,35.4,30,23,7,30,16,14,,,60,0,13,
4730,Barnhart,Lobby,2/19/2021,46,NA,905,NA,Door West,Settling Plate,NA,29.9,No Amp,No Amp,26.1,Negative,36.6,30,23,7,30,16,14,,,60,0,13,
4736,Barnhart,Lobby,2/19/2021,47,NA,1100,NA,Door South,Settling Plate,NA,29.5,29.5,30.2,27.4,Positive (3/3),29.7,30,23,7,30,16,14,,,60,0,13,
4737,Barnhart,Lobby,2/19/2021,47,NA,1100,NA,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,29.1,Negative,40,30,23,7,30,16,14,,,60,0,13,
4765,Barnhart,Lobby,2/19/2021,48,NA,1550,NA,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,27.7,Negative,40,30,23,7,30,16,14,,,60,0,13,
4728,Barnhart,Lobby,2/19/2021,46,NA,905,NA,Next to TFS,Settling Plate,NA,NA,NA,NA,NA,NA,NA,30,23,7,30,16,14,,,60,0,13,
4735,Barnhart,Lobby,2/19/2021,47,NA,1100,NA,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,30,23,7,30,16,14,,,60,0,13,
4760,Barnhart,Lobby,2/19/2021,48,NA,1300,NA,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,30,23,7,30,16,14,,,60,0,13,
4761,Barnhart,Lobby,2/19/2021,48,NA,1300,NA,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,30,23,7,30,16,14,,,60,0,13,
4762,Barnhart,Lobby,2/19/2021,48,NA,1300,NA,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,30,23,7,30,16,14,,,60,0,13,
4766,Barnhart,Lobby,2/19/2021,48,NA,1550,NA,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,30,23,7,30,16,14,,,60,0,13,
4767,Barnhart,Lobby,2/19/2021,48,NA,1550,NA,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,30,23,7,30,16,14,,,60,0,13,
4732,Barnhart,Roof,2/19/2021,10,NA,1040,NA,Roof Port,swab,NA,No Amp,No Amp,No Amp,27.8,Negative,40,30,23,7,30,16,14,,,60,0,13,
4769,Barnhart,Roof,2/19/2021,11,NA,2012,NA,Roof port,swab,NA,25.9,26.4,25.9,26.2,Positive (3/3),26.1,30,23,7,30,16,14,,,60,0,13,
4932,Barnhart,Lobby,2/20/2021,51,1502,1925,3,TF,PUF,NA,No Amp,No Amp,No Amp,23.6,Negative,40,28,21,7,26,14,12,,,54,0,14,aftertrac
4933,Barnhart,Lobby,2/20/2021,51,1502,1925,4,TF,PUF,NA,29.2,No Amp,No Amp,24.5,Negative,36.4,28,21,7,26,14,12,,,54,0,14,aftertrac
4937,Barnhart,Roof,2/20/2021,14,1134,1800,5,Roof Exhaust TF,PUF,NA,29.4,No Amp,No Amp,No Amp,Negative,36.5,28,21,7,26,14,12,,,54,0,14,tracplus
4875,Barnhart,Lobby,2/20/2021,51,1113,1312,3,TF,PUF,NA,24.1,No Amp,No Amp,24.4,Negative,34.7,28,21,7,26,14,12,,,54,0,14,between
4876,Barnhart,Lobby,2/20/2021,51,1113,1312,4,TF,PUF,NA,24,24.5,24,23.9,Positive (3/3),24.2,28,21,7,26,14,12,,,54,0,14,between
6031,Barnhart,Lobby,3/16/2021,93,1610,1503,4,TF,PUF,0 confirmed positive cases and 7 traced in building on 7th floor South,33.4,No Amp,No Amp,27,Negative,37.8,1,1,,6,,6,,,7,0,38,overnight
5834,Barnhart,Lobby,3/3/2021,81,1700,1512,3,TF,PUF,NA,No Amp,No Amp,No Amp,29.3,Negative,40,9,8,1,8,2,6,,1,17,1,25,overnight
5835,Barnhart,Lobby,3/3/2021,81,1700,1512,4,TF,PUF,NA,30.9,25.7,No Amp,28.1,Positive (2/3),32.2,9,8,1,8,2,6,,1,17,1,25,overnight
5493,Barnhart,Lobby,2/24/2021,68,1708,825,3,TF,PUF,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,21,17,4,23,11,12,,1,44,1,18,overnight
4837,Barnhart,Lobby,2/20/2021,50,901,1113,3,TF,PUF,NA,27.3,No Amp,No Amp,No Amp,Negative,35.8,28,21,7,26,14,12,,,54,0,14,posrec
4838,Barnhart,Lobby,2/20/2021,50,901,1113,4,TF,PUF,NA,No Amp,No Amp,No Amp,27.5,Negative,40,28,21,7,26,14,12,,,54,0,14,posrec
4885,Barnhart,Lobby,2/20/2021,52,1312,1502,4,TF,PUF,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,28,21,7,26,14,12,,,54,0,14,tracerec
4884,Barnhart,Lobby,2/20/2021,52,1312,1502,3,TF,PUF,NA,29.2,No Amp,No Amp,25.9,Negative,36.4,28,21,7,26,14,12,,,54,0,14,tracerec
4829,Barnhart,Roof,2/20/2021,13,2012,1134,5,Roof Exhaust TF,PUF,NA,NA,NA,NA,NA,NA,NA,28,21,7,26,14,12,,,54,0,14,overnight
4772,Barnhart,Lobby,2/20/2021,49,NA,901,NA,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,26.4,Negative,40,28,21,7,26,14,12,,,54,0,14,
4773,Barnhart,Lobby,2/20/2021,49,NA,901,NA,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,26.2,Negative,40,28,21,7,26,14,12,,,54,0,14,
4774,Barnhart,Lobby,2/20/2021,49,NA,901,NA,Door West,Settling Plate,NA,23.5,25.3,24.3,24.3,Positive (3/3),24.4,28,21,7,26,14,12,,,54,0,14,
4841,Barnhart,Lobby,2/20/2021,50,NA,1113,NA,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,29.4,Negative,40,28,21,7,26,14,12,,,54,0,14,
4934,Barnhart,Lobby,2/20/2021,51,NA,1925,NA,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,31.1,Negative,40,28,21,7,26,14,12,,,54,0,14,
4935,Barnhart,Lobby,2/20/2021,51,NA,1925,NA,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,29.8,Negative,40,28,21,7,26,14,12,,,54,0,14,
4972,Barnhart,Lobby,2/20/2021,52,NA,907,NA,Next to TFS,Settling Plate,NA,30.4,No Amp,No Amp,26.4,Negative,36.8,28,21,7,26,14,12,,,54,0,14,
4973,Barnhart,Lobby,2/20/2021,52,NA,907,NA,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,28.1,Negative,40,28,21,7,26,14,12,,,54,0,14,
4974,Barnhart,Lobby,2/20/2021,52,NA,907,NA,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,26.2,Negative,40,28,21,7,26,14,12,,,54,0,14,
4839,Barnhart,Lobby,2/20/2021,50,NA,1113,NA,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,28,21,7,26,14,12,,,54,0,14,
4840,Barnhart,Lobby,2/20/2021,50,NA,1113,NA,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,28,21,7,26,14,12,,,54,0,14,
4877,Barnhart,Lobby,2/20/2021,51,NA,1312,NA,Next to TFS,Settling Plate,NA,30.1,26.5,29.5,No Amp,Positive (3/3),28.7,28,21,7,26,14,12,,,54,0,14,
4878,Barnhart,Lobby,2/20/2021,51,NA,1312,NA,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,28,21,7,26,14,12,,,54,0,14,
4879,Barnhart,Lobby,2/20/2021,51,NA,1312,NA,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,28,21,7,26,14,12,,,54,0,14,
4886,Barnhart,Lobby,2/20/2021,52,NA,1502,NA,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,28,21,7,26,14,12,,,54,0,14,
4887,Barnhart,Lobby,2/20/2021,52,NA,1502,NA,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,28,21,7,26,14,12,,,54,0,14,
4888,Barnhart,Lobby,2/20/2021,52,NA,1502,NA,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,28,21,7,26,14,12,,,54,0,14,
